period,value,hour,day,weekday
2024-12-24 00:00:00,1713,0,24,1
2024-12-24 00:00:00,1461,0,24,1
2024-12-24 00:00:00,479,0,24,1
2024-12-24 00:00:00,479,0,24,1
2024-12-24 00:00:00,29268,0,24,1
2024-12-24 00:00:00,31185,0,24,1
2024-12-24 00:00:00,30803,0,24,1
2024-12-24 00:00:00,29,0,24,1
2024-12-24 00:00:00,53,0,24,1
2024-12-24 00:00:00,364,0,24,1
2024-12-24 00:00:00,3194,0,24,1
2024-12-24 00:00:00,3213,0,24,1
2024-12-24 00:00:00,5650,0,24,1
2024-12-24 00:00:00,11132,0,24,1
2024-12-24 00:00:00,11552,0,24,1
2024-12-24 00:00:00,14838,0,24,1
2024-12-24 00:00:00,188,0,24,1
2024-12-24 00:00:00,32172,0,24,1
2024-12-24 00:00:00,33474,0,24,1
2024-12-24 00:00:00,31446,0,24,1
2024-12-24 00:00:00,312,0,24,1
2024-12-24 00:00:00,302,0,24,1
2024-12-24 00:00:00,369,0,24,1
2024-12-24 00:00:00,2409,0,24,1
2024-12-24 00:00:00,2381,0,24,1
2024-12-24 00:00:00,2419,0,24,1
2024-12-24 00:00:00,20208,0,24,1
2024-12-24 00:00:00,20669,0,24,1
2024-12-24 00:00:00,19911,0,24,1
2024-12-24 00:00:00,1457,0,24,1
2024-12-24 00:00:00,1415,0,24,1
2024-12-24 00:00:00,1645,0,24,1
2024-12-24 00:00:00,188,0,24,1
2024-12-24 00:00:00,48457,0,24,1
2024-12-24 00:00:00,48549,0,24,1
2024-12-24 00:00:00,47006,0,24,1
2024-12-24 00:00:00,282,0,24,1
2024-12-24 00:00:00,299,0,24,1
2024-12-24 00:00:00,232,0,24,1
2024-12-24 00:00:00,615,0,24,1
2024-12-24 00:00:00,608,0,24,1
2024-12-24 00:00:00,390,0,24,1
2024-12-24 00:00:00,20208,0,24,1
2024-12-24 00:00:00,20669,0,24,1
2024-12-24 00:00:00,19911,0,24,1
2024-12-24 00:00:00,1110,0,24,1
2024-12-24 00:00:00,3874,0,24,1
2024-12-24 00:00:00,3402,0,24,1
2024-12-24 00:00:00,4206,0,24,1
2024-12-24 00:00:00,627,0,24,1
2024-12-24 00:00:00,808,0,24,1
2024-12-24 00:00:00,928,0,24,1
2024-12-24 00:00:00,93,0,24,1
2024-12-24 00:00:00,116,0,24,1
2024-12-24 00:00:00,67,0,24,1
2024-12-24 00:00:00,186,0,24,1
2024-12-24 00:00:00,186,0,24,1
2024-12-24 00:00:00,180,0,24,1
2024-12-24 00:00:00,177,0,24,1
2024-12-23 23:00:00,2525,23,23,0
2024-12-23 23:00:00,2653,23,23,0
2024-12-23 23:00:00,3139,23,23,0
2024-12-23 23:00:00,1586,23,23,0
2024-12-23 23:00:00,1699,23,23,0
2024-12-23 23:00:00,828,23,23,0
2024-12-23 23:00:00,573,23,23,0
2024-12-23 23:00:00,3181,23,23,0
2024-12-23 23:00:00,3348,23,23,0
2024-12-23 23:00:00,2729,23,23,0
2024-12-23 23:00:00,1881,23,23,0
2024-12-23 23:00:00,1950,23,23,0
2024-12-23 23:00:00,1142,23,23,0
2024-12-23 23:00:00,7248,23,23,0
2024-12-23 23:00:00,7198,23,23,0
2024-12-23 23:00:00,9142,23,23,0
2024-12-23 23:00:00,30700,23,23,0
2024-12-23 23:00:00,29272,23,23,0
2024-12-23 23:00:00,24695,23,23,0
2024-12-23 23:00:00,30421,23,23,0
2024-12-23 23:00:00,31421,23,23,0
2024-12-23 23:00:00,29784,23,23,0
2024-12-23 23:00:00,172,23,23,0
2024-12-23 23:00:00,31236,23,23,0
2024-12-23 23:00:00,32358,23,23,0
2024-12-23 23:00:00,30829,23,23,0
2024-12-23 23:00:00,296,23,23,0
2024-12-23 23:00:00,287,23,23,0
2024-12-23 23:00:00,1017,23,23,0
2024-12-23 23:00:00,25370,23,23,0
2024-12-23 23:00:00,24039,23,23,0
2024-12-23 23:00:00,21317,23,23,0
2024-12-23 23:00:00,8939,23,23,0
2024-12-23 23:00:00,9492,23,23,0
2024-12-23 23:00:00,8362,23,23,0
2024-12-23 23:00:00,698,23,23,0
2024-12-23 23:00:00,723,23,23,0
2024-12-23 23:00:00,537,23,23,0
2024-12-23 23:00:00,280,23,23,0
2024-12-23 23:00:00,305,23,23,0
2024-12-23 23:00:00,281,23,23,0
2024-12-23 23:00:00,564,23,23,0
2024-12-23 23:00:00,259,23,23,0
2024-12-23 23:00:00,14077,23,23,0
2024-12-23 23:00:00,14415,23,23,0
2024-12-23 23:00:00,15042,23,23,0
2024-12-23 23:00:00,833,23,23,0
2024-12-23 23:00:00,872,23,23,0
2024-12-23 23:00:00,503,23,23,0
2024-12-23 23:00:00,47897,23,23,0
2024-12-23 23:00:00,47998,23,23,0
2024-12-23 23:00:00,45550,23,23,0
2024-12-23 23:00:00,27533,23,23,0
2024-12-23 23:00:00,27068,23,23,0
2024-12-23 23:00:00,26252,23,23,0
2024-12-23 23:00:00,1368,23,23,0
2024-12-23 23:00:00,1999,23,23,0
2024-12-23 23:00:00,2100,23,23,0
2024-12-23 23:00:00,1882,23,23,0
2024-12-23 23:00:00,5812,23,23,0
2024-12-23 23:00:00,4393,23,23,0
2024-12-23 23:00:00,4538,23,23,0
2024-12-23 23:00:00,14964,23,23,0
2024-12-23 23:00:00,15734,23,23,0
2024-12-23 23:00:00,14216,23,23,0
2024-12-23 23:00:00,707,23,23,0
2024-12-23 23:00:00,729,23,23,0
2024-12-23 23:00:00,578,23,23,0
2024-12-23 23:00:00,2410,23,23,0
2024-12-23 23:00:00,217,23,23,0
2024-12-23 23:00:00,200,23,23,0
2024-12-23 23:00:00,192,23,23,0
2024-12-23 23:00:00,166,23,23,0
2024-12-23 23:00:00,166,23,23,0
2024-12-23 23:00:00,637,23,23,0
2024-12-23 23:00:00,68,23,23,0
2024-12-23 23:00:00,71,23,23,0
2024-12-23 23:00:00,0,23,23,0
2024-12-23 23:00:00,293,23,23,0
2024-12-23 23:00:00,352,23,23,0
2024-12-23 23:00:00,641,23,23,0
2024-12-23 23:00:00,1898,23,23,0
2024-12-23 23:00:00,1968,23,23,0
2024-12-23 23:00:00,1493,23,23,0
2024-12-23 23:00:00,18893,23,23,0
2024-12-23 23:00:00,19400,23,23,0
2024-12-23 23:00:00,15479,23,23,0
2024-12-23 23:00:00,1596,23,23,0
2024-12-23 23:00:00,1694,23,23,0
2024-12-23 23:00:00,1000,23,23,0
2024-12-23 23:00:00,2878,23,23,0
2024-12-23 23:00:00,2639,23,23,0
2024-12-23 23:00:00,1387,23,23,0
2024-12-23 23:00:00,4226,23,23,0
2024-12-23 23:00:00,4126,23,23,0
2024-12-23 23:00:00,4180,23,23,0
2024-12-23 23:00:00,84962,23,23,0
2024-12-23 23:00:00,116486,23,23,0
2024-12-23 23:00:00,113810,23,23,0
2024-12-23 23:00:00,6751,23,23,0
2024-12-23 23:00:00,6779,23,23,0
2024-12-23 23:00:00,7319,23,23,0
2024-12-23 23:00:00,18893,23,23,0
2024-12-23 23:00:00,19400,23,23,0
2024-12-23 23:00:00,15479,23,23,0
2024-12-23 23:00:00,4171,23,23,0
2024-12-23 23:00:00,3598,23,23,0
2024-12-23 23:00:00,3932,23,23,0
2024-12-23 23:00:00,43600,23,23,0
2024-12-23 23:00:00,41996,23,23,0
2024-12-23 23:00:00,42705,23,23,0
2024-12-23 23:00:00,77,23,23,0
2024-12-23 23:00:00,1439,23,23,0
2024-12-23 23:00:00,1459,23,23,0
2024-12-23 23:00:00,2603,23,23,0
2024-12-23 23:00:00,23065,23,23,0
2024-12-23 23:00:00,21721,23,23,0
2024-12-23 23:00:00,18117,23,23,0
2024-12-23 23:00:00,23065,23,23,0
2024-12-23 23:00:00,21721,23,23,0
2024-12-23 23:00:00,18117,23,23,0
2024-12-23 23:00:00,6174,23,23,0
2024-12-23 23:00:00,6214,23,23,0
2024-12-23 23:00:00,6743,23,23,0
2024-12-23 23:00:00,2705,23,23,0
2024-12-23 23:00:00,2756,23,23,0
2024-12-23 23:00:00,502,23,23,0
2024-12-23 23:00:00,3007,23,23,0
2024-12-23 23:00:00,2870,23,23,0
2024-12-23 23:00:00,1120,23,23,0
2024-12-23 23:00:00,84962,23,23,0
2024-12-23 23:00:00,116486,23,23,0
2024-12-23 23:00:00,113810,23,23,0
2024-12-23 23:00:00,1575,23,23,0
2024-12-23 23:00:00,1491,23,23,0
2024-12-23 23:00:00,2687,23,23,0
2024-12-23 23:00:00,5121,23,23,0
2024-12-23 23:00:00,5098,23,23,0
2024-12-23 23:00:00,4808,23,23,0
2024-12-23 23:00:00,3271,23,23,0
2024-12-23 23:00:00,2531,23,23,0
2024-12-23 23:00:00,1194,23,23,0
2024-12-23 23:00:00,3583,23,23,0
2024-12-23 23:00:00,3667,23,23,0
2024-12-23 23:00:00,2720,23,23,0
2024-12-23 23:00:00,3124,23,23,0
2024-12-23 23:00:00,3124,23,23,0
2024-12-23 23:00:00,2945,23,23,0
2024-12-23 23:00:00,1202,23,23,0
2024-12-23 23:00:00,1323,23,23,0
2024-12-23 23:00:00,417,23,23,0
2024-12-23 23:00:00,27712,23,23,0
2024-12-23 23:00:00,28971,23,23,0
2024-12-23 23:00:00,28733,23,23,0
2024-12-23 23:00:00,172,23,23,0
2024-12-23 23:00:00,244,23,23,0
2024-12-23 23:00:00,211,23,23,0
2024-12-23 23:00:00,1752,23,23,0
2024-12-23 23:00:00,1508,23,23,0
2024-12-23 23:00:00,169,23,23,0
2024-12-23 23:00:00,172,23,23,0
2024-12-23 23:00:00,27712,23,23,0
2024-12-23 23:00:00,28971,23,23,0
2024-12-23 23:00:00,28564,23,23,0
2024-12-23 23:00:00,17,23,23,0
2024-12-23 23:00:00,49,23,23,0
2024-12-23 23:00:00,359,23,23,0
2024-12-23 23:00:00,3023,23,23,0
2024-12-23 23:00:00,3115,23,23,0
2024-12-23 23:00:00,5469,23,23,0
2024-12-23 23:00:00,10547,23,23,0
2024-12-23 23:00:00,10952,23,23,0
2024-12-23 23:00:00,14708,23,23,0
2024-12-23 23:00:00,231,23,23,0
2024-12-23 23:00:00,31219,23,23,0
2024-12-23 23:00:00,32309,23,23,0
2024-12-23 23:00:00,30470,23,23,0
2024-12-23 23:00:00,292,23,23,0
2024-12-23 23:00:00,283,23,23,0
2024-12-23 23:00:00,345,23,23,0
2024-12-23 23:00:00,2341,23,23,0
2024-12-23 23:00:00,2382,23,23,0
2024-12-23 23:00:00,2327,23,23,0
2024-12-23 23:00:00,18903,23,23,0
2024-12-23 23:00:00,19670,23,23,0
2024-12-23 23:00:00,18345,23,23,0
2024-12-23 23:00:00,1342,23,23,0
2024-12-23 23:00:00,1317,23,23,0
2024-12-23 23:00:00,1573,23,23,0
2024-12-23 23:00:00,231,23,23,0
2024-12-23 23:00:00,47897,23,23,0
2024-12-23 23:00:00,47998,23,23,0
2024-12-23 23:00:00,45550,23,23,0
2024-12-23 23:00:00,278,23,23,0
2024-12-23 23:00:00,292,23,23,0
2024-12-23 23:00:00,208,23,23,0
2024-12-23 23:00:00,602,23,23,0
2024-12-23 23:00:00,600,23,23,0
2024-12-23 23:00:00,391,23,23,0
2024-12-23 23:00:00,18903,23,23,0
2024-12-23 23:00:00,19670,23,23,0
2024-12-23 23:00:00,18345,23,23,0
2024-12-23 23:00:00,532,23,23,0
2024-12-23 23:00:00,3780,23,23,0
2024-12-23 23:00:00,3274,23,23,0
2024-12-23 23:00:00,3991,23,23,0
2024-12-23 23:00:00,593,23,23,0
2024-12-23 23:00:00,809,23,23,0
2024-12-23 23:00:00,830,23,23,0
2024-12-23 23:00:00,88,23,23,0
2024-12-23 23:00:00,111,23,23,0
2024-12-23 23:00:00,68,23,23,0
2024-12-23 23:00:00,165,23,23,0
2024-12-23 23:00:00,165,23,23,0
2024-12-23 23:00:00,178,23,23,0
2024-12-23 23:00:00,172,23,23,0
2024-12-23 22:00:00,2467,22,23,0
2024-12-23 22:00:00,2528,22,23,0
2024-12-23 22:00:00,2692,22,23,0
2024-12-23 22:00:00,1618,22,23,0
2024-12-23 22:00:00,1711,22,23,0
2024-12-23 22:00:00,794,22,23,0
2024-12-23 22:00:00,528,22,23,0
2024-12-23 22:00:00,3060,22,23,0
2024-12-23 22:00:00,3166,22,23,0
2024-12-23 22:00:00,2631,22,23,0
2024-12-23 22:00:00,1868,22,23,0
2024-12-23 22:00:00,1975,22,23,0
2024-12-23 22:00:00,1090,22,23,0
2024-12-23 22:00:00,7240,22,23,0
2024-12-23 22:00:00,7270,22,23,0
2024-12-23 22:00:00,9026,22,23,0
2024-12-23 22:00:00,30993,22,23,0
2024-12-23 22:00:00,28706,22,23,0
2024-12-23 22:00:00,25071,22,23,0
2024-12-23 22:00:00,28084,22,23,0
2024-12-23 22:00:00,28964,22,23,0
2024-12-23 22:00:00,27089,22,23,0
2024-12-23 22:00:00,177,22,23,0
2024-12-23 22:00:00,31125,22,23,0
2024-12-23 22:00:00,31920,22,23,0
2024-12-23 22:00:00,30966,22,23,0
2024-12-23 22:00:00,294,22,23,0
2024-12-23 22:00:00,284,22,23,0
2024-12-23 22:00:00,841,22,23,0
2024-12-23 22:00:00,25749,22,23,0
2024-12-23 22:00:00,23481,22,23,0
2024-12-23 22:00:00,21596,22,23,0
2024-12-23 22:00:00,8103,22,23,0
2024-12-23 22:00:00,8616,22,23,0
2024-12-23 22:00:00,8285,22,23,0
2024-12-23 22:00:00,637,22,23,0
2024-12-23 22:00:00,673,22,23,0
2024-12-23 22:00:00,535,22,23,0
2024-12-23 22:00:00,275,22,23,0
2024-12-23 22:00:00,303,22,23,0
2024-12-23 22:00:00,280,22,23,0
2024-12-23 22:00:00,508,22,23,0
2024-12-23 22:00:00,205,22,23,0
2024-12-23 22:00:00,12991,22,23,0
2024-12-23 22:00:00,13280,22,23,0
2024-12-23 22:00:00,12926,22,23,0
2024-12-23 22:00:00,810,22,23,0
2024-12-23 22:00:00,838,22,23,0
2024-12-23 22:00:00,481,22,23,0
2024-12-23 22:00:00,47721,22,23,0
2024-12-23 22:00:00,48172,22,23,0
2024-12-23 22:00:00,45261,22,23,0
2024-12-23 22:00:00,26809,22,23,0
2024-12-23 22:00:00,25678,22,23,0
2024-12-23 22:00:00,25151,22,23,0
2024-12-23 22:00:00,1380,22,23,0
2024-12-23 22:00:00,1944,22,23,0
2024-12-23 22:00:00,1992,22,23,0
2024-12-23 22:00:00,1808,22,23,0
2024-12-23 22:00:00,5521,22,23,0
2024-12-23 22:00:00,4142,22,23,0
2024-12-23 22:00:00,4117,22,23,0
2024-12-23 22:00:00,14777,22,23,0
2024-12-23 22:00:00,15065,22,23,0
2024-12-23 22:00:00,13881,22,23,0
2024-12-23 22:00:00,709,22,23,0
2024-12-23 22:00:00,729,22,23,0
2024-12-23 22:00:00,603,22,23,0
2024-12-23 22:00:00,2451,22,23,0
2024-12-23 22:00:00,208,22,23,0
2024-12-23 22:00:00,186,22,23,0
2024-12-23 22:00:00,185,22,23,0
2024-12-23 22:00:00,159,22,23,0
2024-12-23 22:00:00,159,22,23,0
2024-12-23 22:00:00,498,22,23,0
2024-12-23 22:00:00,67,22,23,0
2024-12-23 22:00:00,71,22,23,0
2024-12-23 22:00:00,0,22,23,0
2024-12-23 22:00:00,275,22,23,0
2024-12-23 22:00:00,338,22,23,0
2024-12-23 22:00:00,670,22,23,0
2024-12-23 22:00:00,1903,22,23,0
2024-12-23 22:00:00,1987,22,23,0
2024-12-23 22:00:00,1471,22,23,0
2024-12-23 22:00:00,18425,22,23,0
2024-12-23 22:00:00,18510,22,23,0
2024-12-23 22:00:00,15103,22,23,0
2024-12-23 22:00:00,1526,22,23,0
2024-12-23 22:00:00,1556,22,23,0
2024-12-23 22:00:00,853,22,23,0
2024-12-23 22:00:00,2826,22,23,0
2024-12-23 22:00:00,2620,22,23,0
2024-12-23 22:00:00,1516,22,23,0
2024-12-23 22:00:00,4007,22,23,0
2024-12-23 22:00:00,3942,22,23,0
2024-12-23 22:00:00,3731,22,23,0
2024-12-23 22:00:00,84962,22,23,0
2024-12-23 22:00:00,114413,22,23,0
2024-12-23 22:00:00,107006,22,23,0
2024-12-23 22:00:00,82011,22,23,0
2024-12-23 22:00:00,6470,22,23,0
2024-12-23 22:00:00,6423,22,23,0
2024-12-23 22:00:00,75537,22,23,0
2024-12-23 22:00:00,18425,22,23,0
2024-12-23 22:00:00,18510,22,23,0
2024-12-23 22:00:00,15103,22,23,0
2024-12-23 22:00:00,4410,22,23,0
2024-12-23 22:00:00,3447,22,23,0
2024-12-23 22:00:00,4282,22,23,0
2024-12-23 22:00:00,43717,22,23,0
2024-12-23 22:00:00,41815,22,23,0
2024-12-23 22:00:00,42633,22,23,0
2024-12-23 22:00:00,10,22,23,0
2024-12-23 22:00:00,1432,22,23,0
2024-12-23 22:00:00,1462,22,23,0
2024-12-23 22:00:00,2746,22,23,0
2024-12-23 22:00:00,22463,22,23,0
2024-12-23 22:00:00,20996,22,23,0
2024-12-23 22:00:00,16848,22,23,0
2024-12-23 22:00:00,22463,22,23,0
2024-12-23 22:00:00,20996,22,23,0
2024-12-23 22:00:00,16848,22,23,0
2024-12-23 22:00:00,6265,22,23,0
2024-12-23 22:00:00,6199,22,23,0
2024-12-23 22:00:00,6709,22,23,0
2024-12-23 22:00:00,2701,22,23,0
2024-12-23 22:00:00,2790,22,23,0
2024-12-23 22:00:00,464,22,23,0
2024-12-23 22:00:00,2966,22,23,0
2024-12-23 22:00:00,2862,22,23,0
2024-12-23 22:00:00,1006,22,23,0
2024-12-23 22:00:00,84962,22,23,0
2024-12-23 22:00:00,114413,22,23,0
2024-12-23 22:00:00,107006,22,23,0
2024-12-23 22:00:00,1522,22,23,0
2024-12-23 22:00:00,1419,22,23,0
2024-12-23 22:00:00,2762,22,23,0
2024-12-23 22:00:00,4952,22,23,0
2024-12-23 22:00:00,4964,22,23,0
2024-12-23 22:00:00,4865,22,23,0
2024-12-23 22:00:00,3253,22,23,0
2024-12-23 22:00:00,2554,22,23,0
2024-12-23 22:00:00,1196,22,23,0
2024-12-23 22:00:00,3392,22,23,0
2024-12-23 22:00:00,3434,22,23,0
2024-12-23 22:00:00,2292,22,23,0
2024-12-23 22:00:00,2961,22,23,0
2024-12-23 22:00:00,2961,22,23,0
2024-12-23 22:00:00,2870,22,23,0
2024-12-23 22:00:00,1199,22,23,0
2024-12-23 22:00:00,1325,22,23,0
2024-12-23 22:00:00,433,22,23,0
2024-12-23 22:00:00,26506,22,23,0
2024-12-23 22:00:00,27545,22,23,0
2024-12-23 22:00:00,26277,22,23,0
2024-12-23 22:00:00,39,22,23,0
2024-12-23 22:00:00,226,22,23,0
2024-12-23 22:00:00,190,22,23,0
2024-12-23 22:00:00,1764,22,23,0
2024-12-23 22:00:00,1538,22,23,0
2024-12-23 22:00:00,37,22,23,0
2024-12-23 22:00:00,39,22,23,0
2024-12-23 22:00:00,26506,22,23,0
2024-12-23 22:00:00,27545,22,23,0
2024-12-23 22:00:00,26240,22,23,0
2024-12-23 22:00:00,22,22,23,0
2024-12-23 22:00:00,43,22,23,0
2024-12-23 22:00:00,355,22,23,0
2024-12-23 22:00:00,2909,22,23,0
2024-12-23 22:00:00,3069,22,23,0
2024-12-23 22:00:00,5550,22,23,0
2024-12-23 22:00:00,10157,22,23,0
2024-12-23 22:00:00,10500,22,23,0
2024-12-23 22:00:00,14342,22,23,0
2024-12-23 22:00:00,84,22,23,0
2024-12-23 22:00:00,31103,22,23,0
2024-12-23 22:00:00,31877,22,23,0
2024-12-23 22:00:00,30611,22,23,0
2024-12-23 22:00:00,278,22,23,0
2024-12-23 22:00:00,265,22,23,0
2024-12-23 22:00:00,327,22,23,0
2024-12-23 22:00:00,2262,22,23,0
2024-12-23 22:00:00,2211,22,23,0
2024-12-23 22:00:00,2216,22,23,0
2024-12-23 22:00:00,17990,22,23,0
2024-12-23 22:00:00,19178,22,23,0
2024-12-23 22:00:00,17084,22,23,0
2024-12-23 22:00:00,1258,22,23,0
2024-12-23 22:00:00,1236,22,23,0
2024-12-23 22:00:00,1342,22,23,0
2024-12-23 22:00:00,84,22,23,0
2024-12-23 22:00:00,47721,22,23,0
2024-12-23 22:00:00,48172,22,23,0
2024-12-23 22:00:00,45261,22,23,0
2024-12-23 22:00:00,275,22,23,0
2024-12-23 22:00:00,292,22,23,0
2024-12-23 22:00:00,199,22,23,0
2024-12-23 22:00:00,600,22,23,0
2024-12-23 22:00:00,604,22,23,0
2024-12-23 22:00:00,430,22,23,0
2024-12-23 22:00:00,17990,22,23,0
2024-12-23 22:00:00,19178,22,23,0
2024-12-23 22:00:00,17084,22,23,0
2024-12-23 22:00:00,420,22,23,0
2024-12-23 22:00:00,3784,22,23,0
2024-12-23 22:00:00,3237,22,23,0
2024-12-23 22:00:00,3887,22,23,0
2024-12-23 22:00:00,598,22,23,0
2024-12-23 22:00:00,772,22,23,0
2024-12-23 22:00:00,803,22,23,0
2024-12-23 22:00:00,88,22,23,0
2024-12-23 22:00:00,110,22,23,0
2024-12-23 22:00:00,68,22,23,0
2024-12-23 22:00:00,166,22,23,0
2024-12-23 22:00:00,166,22,23,0
2024-12-23 22:00:00,181,22,23,0
2024-12-23 22:00:00,177,22,23,0
2024-12-23 21:00:00,2455,21,23,0
2024-12-23 21:00:00,2510,21,23,0
2024-12-23 21:00:00,2593,21,23,0
2024-12-23 21:00:00,1647,21,23,0
2024-12-23 21:00:00,1726,21,23,0
2024-12-23 21:00:00,828,21,23,0
2024-12-23 21:00:00,548,21,23,0
2024-12-23 21:00:00,3247,21,23,0
2024-12-23 21:00:00,2872,21,23,0
2024-12-23 21:00:00,2547,21,23,0
2024-12-23 21:00:00,1906,21,23,0
2024-12-23 21:00:00,1989,21,23,0
2024-12-23 21:00:00,1130,21,23,0
2024-12-23 21:00:00,7273,21,23,0
2024-12-23 21:00:00,7319,21,23,0
2024-12-23 21:00:00,9218,21,23,0
2024-12-23 21:00:00,31286,21,23,0
2024-12-23 21:00:00,28305,21,23,0
2024-12-23 21:00:00,24955,21,23,0
2024-12-23 21:00:00,26970,21,23,0
2024-12-23 21:00:00,27838,21,23,0
2024-12-23 21:00:00,26376,21,23,0
2024-12-23 21:00:00,173,21,23,0
2024-12-23 21:00:00,31343,21,23,0
2024-12-23 21:00:00,32041,21,23,0
2024-12-23 21:00:00,31082,21,23,0
2024-12-23 21:00:00,294,21,23,0
2024-12-23 21:00:00,291,21,23,0
2024-12-23 21:00:00,795,21,23,0
2024-12-23 21:00:00,26085,21,23,0
2024-12-23 21:00:00,23099,21,23,0
2024-12-23 21:00:00,21306,21,23,0
2024-12-23 21:00:00,7622,21,23,0
2024-12-23 21:00:00,8143,21,23,0
2024-12-23 21:00:00,7978,21,23,0
2024-12-23 21:00:00,609,21,23,0
2024-12-23 21:00:00,638,21,23,0
2024-12-23 21:00:00,535,21,23,0
2024-12-23 21:00:00,275,21,23,0
2024-12-23 21:00:00,311,21,23,0
2024-12-23 21:00:00,284,21,23,0
2024-12-23 21:00:00,377,21,23,0
2024-12-23 21:00:00,66,21,23,0
2024-12-23 21:00:00,12570,21,23,0
2024-12-23 21:00:00,12812,21,23,0
2024-12-23 21:00:00,12360,21,23,0
2024-12-23 21:00:00,822,21,23,0
2024-12-23 21:00:00,815,21,23,0
2024-12-23 21:00:00,468,21,23,0
2024-12-23 21:00:00,47748,21,23,0
2024-12-23 21:00:00,48193,21,23,0
2024-12-23 21:00:00,45163,21,23,0
2024-12-23 21:00:00,26510,21,23,0
2024-12-23 21:00:00,25248,21,23,0
2024-12-23 21:00:00,24938,21,23,0
2024-12-23 21:00:00,1351,21,23,0
2024-12-23 21:00:00,1913,21,23,0
2024-12-23 21:00:00,1966,21,23,0
2024-12-23 21:00:00,1781,21,23,0
2024-12-23 21:00:00,5381,21,23,0
2024-12-23 21:00:00,3941,21,23,0
2024-12-23 21:00:00,4035,21,23,0
2024-12-23 21:00:00,14722,21,23,0
2024-12-23 21:00:00,15035,21,23,0
2024-12-23 21:00:00,13930,21,23,0
2024-12-23 21:00:00,710,21,23,0
2024-12-23 21:00:00,739,21,23,0
2024-12-23 21:00:00,606,21,23,0
2024-12-23 21:00:00,2465,21,23,0
2024-12-23 21:00:00,205,21,23,0
2024-12-23 21:00:00,184,21,23,0
2024-12-23 21:00:00,184,21,23,0
2024-12-23 21:00:00,159,21,23,0
2024-12-23 21:00:00,159,21,23,0
2024-12-23 21:00:00,492,21,23,0
2024-12-23 21:00:00,66,21,23,0
2024-12-23 21:00:00,70,21,23,0
2024-12-23 21:00:00,0,21,23,0
2024-12-23 21:00:00,275,21,23,0
2024-12-23 21:00:00,327,21,23,0
2024-12-23 21:00:00,664,21,23,0
2024-12-23 21:00:00,1925,21,23,0
2024-12-23 21:00:00,2012,21,23,0
2024-12-23 21:00:00,1345,21,23,0
2024-12-23 21:00:00,17438,21,23,0
2024-12-23 21:00:00,17690,21,23,0
2024-12-23 21:00:00,13871,21,23,0
2024-12-23 21:00:00,1493,21,23,0
2024-12-23 21:00:00,1483,21,23,0
2024-12-23 21:00:00,777,21,23,0
2024-12-23 21:00:00,2747,21,23,0
2024-12-23 21:00:00,2594,21,23,0
2024-12-23 21:00:00,1633,21,23,0
2024-12-23 21:00:00,4072,21,23,0
2024-12-23 21:00:00,3952,21,23,0
2024-12-23 21:00:00,3659,21,23,0
2024-12-23 21:00:00,84962,21,23,0
2024-12-23 21:00:00,109247,21,23,0
2024-12-23 21:00:00,104244,21,23,0
2024-12-23 21:00:00,82064,21,23,0
2024-12-23 21:00:00,6462,21,23,0
2024-12-23 21:00:00,6252,21,23,0
2024-12-23 21:00:00,75537,21,23,0
2024-12-23 21:00:00,17438,21,23,0
2024-12-23 21:00:00,17690,21,23,0
2024-12-23 21:00:00,13871,21,23,0
2024-12-23 21:00:00,4224,21,23,0
2024-12-23 21:00:00,3370,21,23,0
2024-12-23 21:00:00,3596,21,23,0
2024-12-23 21:00:00,43550,21,23,0
2024-12-23 21:00:00,41889,21,23,0
2024-12-23 21:00:00,42349,21,23,0
2024-12-23 21:00:00,1431,21,23,0
2024-12-23 21:00:00,1472,21,23,0
2024-12-23 21:00:00,2738,21,23,0
2024-12-23 21:00:00,21612,21,23,0
2024-12-23 21:00:00,20223,21,23,0
2024-12-23 21:00:00,15852,21,23,0
2024-12-23 21:00:00,21612,21,23,0
2024-12-23 21:00:00,20223,21,23,0
2024-12-23 21:00:00,15852,21,23,0
2024-12-23 21:00:00,6253,21,23,0
2024-12-23 21:00:00,6201,21,23,0
2024-12-23 21:00:00,7072,21,23,0
2024-12-23 21:00:00,2733,21,23,0
2024-12-23 21:00:00,2847,21,23,0
2024-12-23 21:00:00,539,21,23,0
2024-12-23 21:00:00,2979,21,23,0
2024-12-23 21:00:00,2873,21,23,0
2024-12-23 21:00:00,920,21,23,0
2024-12-23 21:00:00,84962,21,23,0
2024-12-23 21:00:00,109247,21,23,0
2024-12-23 21:00:00,104244,21,23,0
2024-12-23 21:00:00,1499,21,23,0
2024-12-23 21:00:00,1388,21,23,0
2024-12-23 21:00:00,2689,21,23,0
2024-12-23 21:00:00,4857,21,23,0
2024-12-23 21:00:00,4875,21,23,0
2024-12-23 21:00:00,4815,21,23,0
2024-12-23 21:00:00,3248,21,23,0
2024-12-23 21:00:00,2584,21,23,0
2024-12-23 21:00:00,1200,21,23,0
2024-12-23 21:00:00,3280,21,23,0
2024-12-23 21:00:00,3356,21,23,0
2024-12-23 21:00:00,2230,21,23,0
2024-12-23 21:00:00,2889,21,23,0
2024-12-23 21:00:00,2889,21,23,0
2024-12-23 21:00:00,3094,21,23,0
2024-12-23 21:00:00,1203,21,23,0
2024-12-23 21:00:00,1340,21,23,0
2024-12-23 21:00:00,503,21,23,0
2024-12-23 21:00:00,26375,21,23,0
