period,respondent,respondent-name,type,type-name,value,value-units
2024-12-25T08,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1668,megawatthours
2024-12-25T08,CAL,California,DF,Day-ahead demand forecast,23805,megawatthours
2024-12-25T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22137,megawatthours
2024-12-25T08,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,271,megawatthours
2024-12-25T08,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,685,megawatthours
2024-12-25T08,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,1772,megawatthours
2024-12-25T08,NW,Northwest,DF,Day-ahead demand forecast,3247,megawatthours
2024-12-25T08,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,519,megawatthours
2024-12-25T08,US48,United States Lower 48,DF,Day-ahead demand forecast,27052,megawatthours
2024-12-25T07,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1759,megawatthours
2024-12-25T07,CAL,California,DF,Day-ahead demand forecast,25055,megawatthours
2024-12-25T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23296,megawatthours
2024-12-25T07,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,280,megawatthours
2024-12-25T07,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,844,megawatthours
2024-12-25T07,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,693,megawatthours
2024-12-25T07,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,1784,megawatthours
2024-12-25T07,NW,Northwest,DF,Day-ahead demand forecast,3302,megawatthours
2024-12-25T07,SW,Southwest,DF,Day-ahead demand forecast,2160,megawatthours
2024-12-25T07,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1316,megawatthours
2024-12-25T07,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,545,megawatthours
2024-12-25T07,US48,United States Lower 48,DF,Day-ahead demand forecast,30517,megawatthours
2024-12-25T06,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,2539,megawatthours
2024-12-25T06,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1831,megawatthours
2024-12-25T06,CAL,California,DF,Day-ahead demand forecast,25964,megawatthours
2024-12-25T06,CENT,Central,DF,Day-ahead demand forecast,30510,megawatthours
2024-12-25T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24133,megawatthours
2024-12-25T06,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,288,megawatthours
2024-12-25T06,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,886,megawatthours
2024-12-25T06,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,697,megawatthours
2024-12-25T06,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,1842,megawatthours
2024-12-25T06,MIDW,Midwest,DF,Day-ahead demand forecast,2539,megawatthours
2024-12-25T06,NW,Northwest,DF,Day-ahead demand forecast,3404,megawatthours
2024-12-25T06,SW,Southwest,DF,Day-ahead demand forecast,2250,megawatthours
2024-12-25T06,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,30510,megawatthours
2024-12-25T06,TEN,Tennessee,DF,Day-ahead demand forecast,16602,megawatthours
2024-12-25T06,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1364,megawatthours
2024-12-25T06,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,577,megawatthours
2024-12-25T06,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,16602,megawatthours
2024-12-25T06,US48,United States Lower 48,DF,Day-ahead demand forecast,81269,megawatthours
2024-12-25T05,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,2639,megawatthours
2024-12-25T05,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1885,megawatthours
2024-12-25T05,CAL,California,DF,Day-ahead demand forecast,26395,megawatthours
2024-12-25T05,CENT,Central,DF,Day-ahead demand forecast,31481,megawatthours
2024-12-25T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24510,megawatthours
2024-12-25T05,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,294,megawatthours
2024-12-25T05,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,930,megawatthours
2024-12-25T05,FLA,Florida,DF,Day-ahead demand forecast,1855,megawatthours
2024-12-25T05,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,1495,megawatthours
2024-12-25T05,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,698,megawatthours
2024-12-25T05,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,174,megawatthours
2024-12-25T05,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,1945,megawatthours
2024-12-25T05,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,3612,megawatthours
2024-12-25T05,MIDW,Midwest,DF,Day-ahead demand forecast,6251,megawatthours
2024-12-25T05,NW,Northwest,DF,Day-ahead demand forecast,3541,megawatthours
2024-12-25T05,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,186,megawatthours
2024-12-25T05,SW,Southwest,DF,Day-ahead demand forecast,2328,megawatthours
2024-12-25T05,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,31481,megawatthours
2024-12-25T05,TEN,Tennessee,DF,Day-ahead demand forecast,16951,megawatthours
2024-12-25T05,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1398,megawatthours
2024-12-25T05,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,604,megawatthours
2024-12-25T05,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,16951,megawatthours
2024-12-25T05,US48,United States Lower 48,DF,Day-ahead demand forecast,88802,megawatthours
2024-12-25T04,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,2744,megawatthours
2024-12-25T04,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1922,megawatthours
2024-12-25T04,CAL,California,DF,Day-ahead demand forecast,26995,megawatthours
2024-12-25T04,CENT,Central,DF,Day-ahead demand forecast,32399,megawatthours
2024-12-25T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25073,megawatthours
2024-12-25T04,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,298,megawatthours
2024-12-25T04,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,957,megawatthours
2024-12-25T04,FLA,Florida,DF,Day-ahead demand forecast,1998,megawatthours
2024-12-25T04,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,1615,megawatthours
2024-12-25T04,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,703,megawatthours
2024-12-25T04,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,187,megawatthours
2024-12-25T04,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,2041,megawatthours
2024-12-25T04,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,3727,megawatthours
2024-12-25T04,MIDW,Midwest,DF,Day-ahead demand forecast,6471,megawatthours
2024-12-25T04,NW,Northwest,DF,Day-ahead demand forecast,3657,megawatthours
2024-12-25T04,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,196,megawatthours
2024-12-25T04,SW,Southwest,DF,Day-ahead demand forecast,2382,megawatthours
2024-12-25T04,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,32399,megawatthours
2024-12-25T04,TEN,Tennessee,DF,Day-ahead demand forecast,17512,megawatthours
2024-12-25T04,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1425,megawatthours
2024-12-25T04,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,615,megawatthours
2024-12-25T04,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,17512,megawatthours
2024-12-25T04,US48,United States Lower 48,DF,Day-ahead demand forecast,91414,megawatthours
2024-12-25T03,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,2857,megawatthours
2024-12-25T03,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1970,megawatthours
2024-12-25T03,CAL,California,DF,Day-ahead demand forecast,27768,megawatthours
2024-12-25T03,CENT,Central,DF,Day-ahead demand forecast,33140,megawatthours
2024-12-25T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25798,megawatthours
2024-12-25T03,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,300,megawatthours
2024-12-25T03,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,972,megawatthours
2024-12-25T03,FLA,Florida,DF,Day-ahead demand forecast,2122,megawatthours
2024-12-25T03,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,1715,megawatthours
2024-12-25T03,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,703,megawatthours
2024-12-25T03,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,201,megawatthours
2024-12-25T03,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,2101,megawatthours
2024-12-25T03,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,3838,megawatthours
2024-12-25T03,MIDW,Midwest,DF,Day-ahead demand forecast,6695,megawatthours
2024-12-25T03,NW,Northwest,DF,Day-ahead demand forecast,3730,megawatthours
2024-12-25T03,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,206,megawatthours
2024-12-25T03,SW,Southwest,DF,Day-ahead demand forecast,2408,megawatthours
2024-12-25T03,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,33140,megawatthours
2024-12-25T03,TEN,Tennessee,DF,Day-ahead demand forecast,17538,megawatthours
2024-12-25T03,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1436,megawatthours
2024-12-25T03,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,626,megawatthours
2024-12-25T03,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,17538,megawatthours
2024-12-25T03,US48,United States Lower 48,DF,Day-ahead demand forecast,93401,megawatthours
2024-12-25T02,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,2870,megawatthours
2024-12-25T02,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,2015,megawatthours
2024-12-25T02,CAL,California,DF,Day-ahead demand forecast,28188,megawatthours
2024-12-25T02,CENT,Central,DF,Day-ahead demand forecast,33388,megawatthours
2024-12-25T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26173,megawatthours
2024-12-25T02,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,297,megawatthours
2024-12-25T02,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,990,megawatthours
2024-12-25T02,FLA,Florida,DF,Day-ahead demand forecast,2253,megawatthours
2024-12-25T02,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,1825,megawatthours
2024-12-25T02,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,706,megawatthours
2024-12-25T02,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,211,megawatthours
2024-12-25T02,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,2113,megawatthours
2024-12-25T02,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,3920,megawatthours
2024-12-25T02,MIDW,Midwest,DF,Day-ahead demand forecast,6790,megawatthours
2024-12-25T02,NW,Northwest,DF,Day-ahead demand forecast,3752,megawatthours
2024-12-25T02,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,217,megawatthours
2024-12-25T02,SW,Southwest,DF,Day-ahead demand forecast,2465,megawatthours
2024-12-25T02,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,33388,megawatthours
2024-12-25T02,TEN,Tennessee,DF,Day-ahead demand forecast,17683,megawatthours
2024-12-25T02,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1475,megawatthours
2024-12-25T02,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,636,megawatthours
2024-12-25T02,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,17683,megawatthours
2024-12-25T02,US48,United States Lower 48,DF,Day-ahead demand forecast,94519,megawatthours
2024-12-25T01,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,2871,megawatthours
2024-12-25T01,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1930,megawatthours
2024-12-25T01,CAL,California,DF,Day-ahead demand forecast,26295,megawatthours
2024-12-25T01,CENT,Central,DF,Day-ahead demand forecast,33564,megawatthours
2024-12-25T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24365,megawatthours
2024-12-25T01,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,292,megawatthours
2024-12-25T01,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,981,megawatthours
2024-12-25T01,FLA,Florida,DF,Day-ahead demand forecast,2385,megawatthours
2024-12-25T01,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,1950,megawatthours
2024-12-25T01,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,701,megawatthours
2024-12-25T01,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,217,megawatthours
2024-12-25T01,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,2133,megawatthours
2024-12-25T01,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,3943,megawatthours
2024-12-25T01,MIDW,Midwest,DF,Day-ahead demand forecast,6814,megawatthours
2024-12-25T01,NW,Northwest,DF,Day-ahead demand forecast,3737,megawatthours
2024-12-25T01,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,218,megawatthours
2024-12-25T01,SW,Southwest,DF,Day-ahead demand forecast,2471,megawatthours
2024-12-25T01,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,33564,megawatthours
2024-12-25T01,TEN,Tennessee,DF,Day-ahead demand forecast,17672,megawatthours
2024-12-25T01,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1490,megawatthours
2024-12-25T01,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,611,megawatthours
2024-12-25T01,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,17672,megawatthours
2024-12-25T01,US48,United States Lower 48,DF,Day-ahead demand forecast,92938,megawatthours
2024-12-25T00,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,2831,megawatthours
2024-12-25T00,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1854,megawatthours
2024-12-25T00,CAL,California,DF,Day-ahead demand forecast,24938,megawatthours
2024-12-25T00,CENT,Central,DF,Day-ahead demand forecast,33175,megawatthours
2024-12-25T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23084,megawatthours
2024-12-25T00,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,287,megawatthours
2024-12-25T00,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,902,megawatthours
2024-12-25T00,FLA,Florida,DF,Day-ahead demand forecast,2481,megawatthours
2024-12-25T00,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,2050,megawatthours
2024-12-25T00,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,694,megawatthours
2024-12-25T00,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,216,megawatthours
2024-12-25T00,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,2118,megawatthours
2024-12-25T00,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,3935,megawatthours
2024-12-25T00,MIDW,Midwest,DF,Day-ahead demand forecast,6766,megawatthours
2024-12-25T00,NW,Northwest,DF,Day-ahead demand forecast,3691,megawatthours
2024-12-25T00,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,215,megawatthours
2024-12-25T00,SW,Southwest,DF,Day-ahead demand forecast,2312,megawatthours
2024-12-25T00,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,33175,megawatthours
2024-12-25T00,TEN,Tennessee,DF,Day-ahead demand forecast,17568,megawatthours
2024-12-25T00,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1410,megawatthours
2024-12-25T00,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,592,megawatthours
2024-12-25T00,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,17568,megawatthours
2024-12-25T00,US48,United States Lower 48,DF,Day-ahead demand forecast,90931,megawatthours
2024-12-24T23,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,2622,megawatthours
2024-12-24T23,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1848,megawatthours
2024-12-24T23,CAL,California,DF,Day-ahead demand forecast,24304,megawatthours
2024-12-24T23,CENT,Central,DF,Day-ahead demand forecast,32073,megawatthours
2024-12-24T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22456,megawatthours
2024-12-24T23,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,283,megawatthours
2024-12-24T23,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,856,megawatthours
2024-12-24T23,FLA,Florida,DF,Day-ahead demand forecast,2478,megawatthours
2024-12-24T23,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,2080,megawatthours
2024-12-24T23,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,689,megawatthours
2024-12-24T23,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,202,megawatthours
2024-12-24T23,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,2048,megawatthours
2024-12-24T23,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,3804,megawatthours
2024-12-24T23,MIDW,Midwest,DF,Day-ahead demand forecast,6426,megawatthours
2024-12-24T23,NW,Northwest,DF,Day-ahead demand forecast,3615,megawatthours
2024-12-24T23,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,196,megawatthours
2024-12-24T23,SW,Southwest,DF,Day-ahead demand forecast,2156,megawatthours
2024-12-24T23,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,32073,megawatthours
2024-12-24T23,TEN,Tennessee,DF,Day-ahead demand forecast,17020,megawatthours
2024-12-24T23,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1300,megawatthours
2024-12-24T23,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,595,megawatthours
2024-12-24T23,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,17020,megawatthours
2024-12-24T23,US48,United States Lower 48,DF,Day-ahead demand forecast,88072,megawatthours
2024-12-24T22,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,2496,megawatthours
2024-12-24T22,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1862,megawatthours
2024-12-24T22,CAL,California,DF,Day-ahead demand forecast,24154,megawatthours
2024-12-24T22,CENT,Central,DF,Day-ahead demand forecast,31599,megawatthours
2024-12-24T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22292,megawatthours
2024-12-24T22,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,283,megawatthours
2024-12-24T22,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,822,megawatthours
2024-12-24T22,FLA,Florida,DF,Day-ahead demand forecast,2279,megawatthours
2024-12-24T22,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,1905,megawatthours
2024-12-24T22,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,692,megawatthours
2024-12-24T22,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,194,megawatthours
2024-12-24T22,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,2060,megawatthours
2024-12-24T22,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,3678,megawatthours
2024-12-24T22,MIDW,Midwest,DF,Day-ahead demand forecast,6174,megawatthours
2024-12-24T22,NW,Northwest,DF,Day-ahead demand forecast,3636,megawatthours
2024-12-24T22,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,180,megawatthours
2024-12-24T22,SW,Southwest,DF,Day-ahead demand forecast,2047,megawatthours
2024-12-24T22,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,31599,megawatthours
2024-12-24T22,TEN,Tennessee,DF,Day-ahead demand forecast,16803,megawatthours
2024-12-24T22,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1225,megawatthours
2024-12-24T22,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,601,megawatthours
2024-12-24T22,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,16803,megawatthours
2024-12-24T22,US48,United States Lower 48,DF,Day-ahead demand forecast,86692,megawatthours
2024-12-24T21,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,2478,megawatthours
2024-12-24T21,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1897,megawatthours
2024-12-24T21,CAL,California,DF,Day-ahead demand forecast,24474,megawatthours
2024-12-24T21,CENT,Central,DF,Day-ahead demand forecast,31661,megawatthours
2024-12-24T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22577,megawatthours
2024-12-24T21,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,285,megawatthours
2024-12-24T21,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,799,megawatthours
2024-12-24T21,FLA,Florida,DF,Day-ahead demand forecast,2246,megawatthours
2024-12-24T21,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,1885,megawatthours
2024-12-24T21,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,698,megawatthours
2024-12-24T21,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,189,megawatthours
2024-12-24T21,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,2083,megawatthours
2024-12-24T21,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,3660,megawatthours
2024-12-24T21,MIDW,Midwest,DF,Day-ahead demand forecast,6138,megawatthours
2024-12-24T21,NW,Northwest,DF,Day-ahead demand forecast,3678,megawatthours
2024-12-24T21,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,172,megawatthours
2024-12-24T21,SW,Southwest,DF,Day-ahead demand forecast,1958,megawatthours
2024-12-24T21,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,31661,megawatthours
2024-12-24T21,TEN,Tennessee,DF,Day-ahead demand forecast,16808,megawatthours
2024-12-24T21,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1159,megawatthours
2024-12-24T21,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,612,megawatthours
2024-12-24T21,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,16808,megawatthours
2024-12-24T21,US48,United States Lower 48,DF,Day-ahead demand forecast,86963,megawatthours
2024-12-24T20,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,2512,megawatthours
2024-12-24T20,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1924,megawatthours
2024-12-24T20,CAL,California,DF,Day-ahead demand forecast,25030,megawatthours
2024-12-24T20,CENT,Central,DF,Day-ahead demand forecast,32060,megawatthours
2024-12-24T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23106,megawatthours
2024-12-24T20,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,290,megawatthours
2024-12-24T20,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,786,megawatthours
2024-12-24T20,FLA,Florida,DF,Day-ahead demand forecast,2221,megawatthours
2024-12-24T20,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,1865,megawatthours
2024-12-24T20,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,707,megawatthours
2024-12-24T20,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,186,megawatthours
2024-12-24T20,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,2108,megawatthours
2024-12-24T20,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,3687,megawatthours
2024-12-24T20,MIDW,Midwest,DF,Day-ahead demand forecast,6199,megawatthours
2024-12-24T20,NW,Northwest,DF,Day-ahead demand forecast,3718,megawatthours
2024-12-24T20,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,170,megawatthours
2024-12-24T20,SW,Southwest,DF,Day-ahead demand forecast,1933,megawatthours
2024-12-24T20,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,32060,megawatthours
2024-12-24T20,TEN,Tennessee,DF,Day-ahead demand forecast,17345,megawatthours
2024-12-24T20,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1147,megawatthours
2024-12-24T20,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,613,megawatthours
2024-12-24T20,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,17345,megawatthours
2024-12-24T20,US48,United States Lower 48,DF,Day-ahead demand forecast,88506,megawatthours
2024-12-24T19,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,2570,megawatthours
2024-12-24T19,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1942,megawatthours
2024-12-24T19,CAL,California,DF,Day-ahead demand forecast,25591,megawatthours
2024-12-24T19,CENT,Central,DF,Day-ahead demand forecast,32427,megawatthours
2024-12-24T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23649,megawatthours
2024-12-24T19,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,297,megawatthours
2024-12-24T19,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,802,megawatthours
2024-12-24T19,FLA,Florida,DF,Day-ahead demand forecast,2209,megawatthours
2024-12-24T19,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,1850,megawatthours
2024-12-24T19,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,715,megawatthours
2024-12-24T19,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,185,megawatthours
2024-12-24T19,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,2128,megawatthours
2024-12-24T19,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,3710,megawatthours
2024-12-24T19,MIDW,Midwest,DF,Day-ahead demand forecast,6280,megawatthours
2024-12-24T19,NW,Northwest,DF,Day-ahead demand forecast,3754,megawatthours
2024-12-24T19,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,174,megawatthours
2024-12-24T19,SW,Southwest,DF,Day-ahead demand forecast,1991,megawatthours
2024-12-24T19,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,32427,megawatthours
