period,respondent,respondent-name,type,type-name,value,value-units
2024-12-23T16,JEA,JEA,DF,Day-ahead demand forecast,1585,megawatthours
2024-12-23T16,JEA,JEA,NG,Net generation,924,megawatthours
2024-12-23T16,LDWP,Los Angeles Department of Water and Power,D,Demand,2678,megawatthours
2024-12-23T16,LDWP,Los Angeles Department of Water and Power,DF,Day-ahead demand forecast,2528,megawatthours
2024-12-23T16,LDWP,Los Angeles Department of Water and Power,NG,Net generation,1382,megawatthours
2024-12-23T16,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,4777,megawatthours
2024-12-23T16,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,4670,megawatthours
2024-12-23T16,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,NG,Net generation,4396,megawatthours
2024-12-23T16,MIDA,Mid-Atlantic,D,Demand,84962,megawatthours
2024-12-23T16,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,110763,megawatthours
2024-12-23T16,MIDA,Mid-Atlantic,NG,Net generation,108753,megawatthours
2024-12-23T16,MIDW,Midwest,D,Demand,89103,megawatthours
2024-12-23T16,MIDW,Midwest,DF,Day-ahead demand forecast,7632,megawatthours
2024-12-23T16,MIDW,Midwest,NG,Net generation,8157,megawatthours
2024-12-23T16,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,81522,megawatthours
2024-12-23T16,NE,New England,D,Demand,16913,megawatthours
2024-12-23T16,NE,New England,DF,Day-ahead demand forecast,16930,megawatthours
2024-12-23T16,NE,New England,NG,Net generation,12261,megawatthours
2024-12-23T16,NEVP,Nevada Power Company,D,Demand,3948,megawatthours
2024-12-23T16,NEVP,Nevada Power Company,DF,Day-ahead demand forecast,3821,megawatthours
2024-12-23T16,NEVP,Nevada Power Company,NG,Net generation,3490,megawatthours
2024-12-23T16,NW,Northwest,D,Demand,43954,megawatthours
2024-12-23T16,NW,Northwest,DF,Day-ahead demand forecast,43297,megawatthours
2024-12-23T16,NW,Northwest,NG,Net generation,42948,megawatthours
2024-12-23T16,NW,Northwest,TI,Total interchange,59,megawatthours
2024-12-23T16,NWMT,NorthWestern Corporation,D,Demand,1497,megawatthours
2024-12-23T16,NWMT,NorthWestern Corporation,DF,Day-ahead demand forecast,1520,megawatthours
2024-12-23T16,NWMT,NorthWestern Corporation,NG,Net generation,3007,megawatthours
2024-12-23T16,NY,New York,D,Demand,21998,megawatthours
2024-12-23T16,NY,New York,DF,Day-ahead demand forecast,19731,megawatthours
2024-12-23T16,NY,New York,NG,Net generation,15672,megawatthours
2024-12-23T16,NYIS,New York Independent System Operator,D,Demand,21998,megawatthours
2024-12-23T16,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,19731,megawatthours
2024-12-23T16,NYIS,New York Independent System Operator,NG,Net generation,15672,megawatthours
2024-12-23T16,PACE,PacifiCorp East,D,Demand,6075,megawatthours
2024-12-23T16,PACE,PacifiCorp East,DF,Day-ahead demand forecast,6395,megawatthours
2024-12-23T16,PACE,PacifiCorp East,NG,Net generation,7292,megawatthours
2024-12-23T16,PACW,PacifiCorp West,D,Demand,2735,megawatthours
2024-12-23T16,PACW,PacifiCorp West,DF,Day-ahead demand forecast,3098,megawatthours
2024-12-23T16,PACW,PacifiCorp West,NG,Net generation,502,megawatthours
2024-12-23T16,PGE,Portland General Electric Company,D,Demand,2909,megawatthours
2024-12-23T16,PGE,Portland General Electric Company,DF,Day-ahead demand forecast,2827,megawatthours
2024-12-23T16,PGE,Portland General Electric Company,NG,Net generation,969,megawatthours
2024-12-23T16,PJM,"PJM Interconnection, LLC",D,Demand,84962,megawatthours
2024-12-23T16,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,110763,megawatthours
2024-12-23T16,PJM,"PJM Interconnection, LLC",NG,Net generation,108753,megawatthours
2024-12-23T16,PNM,Public Service Company of New Mexico,D,Demand,1780,megawatthours
2024-12-23T16,PNM,Public Service Company of New Mexico,DF,Day-ahead demand forecast,1614,megawatthours
2024-12-23T16,PNM,Public Service Company of New Mexico,NG,Net generation,2604,megawatthours
2024-12-23T16,PSCO,Public Service Company of Colorado,D,Demand,5047,megawatthours
2024-12-23T16,PSCO,Public Service Company of Colorado,DF,Day-ahead demand forecast,5093,megawatthours
2024-12-23T16,PSCO,Public Service Company of Colorado,NG,Net generation,5314,megawatthours
2024-12-23T16,PSEI,"Puget Sound Energy, Inc.",D,Demand,3282,megawatthours
2024-12-23T16,PSEI,"Puget Sound Energy, Inc.",DF,Day-ahead demand forecast,2543,megawatthours
2024-12-23T16,PSEI,"Puget Sound Energy, Inc.",NG,Net generation,1181,megawatthours
2024-12-23T16,SC,South Carolina Public Service Authority,D,Demand,4006,megawatthours
2024-12-23T16,SC,South Carolina Public Service Authority,DF,Day-ahead demand forecast,4333,megawatthours
2024-12-23T16,SC,South Carolina Public Service Authority,NG,Net generation,2896,megawatthours
2024-12-23T16,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,3403,megawatthours
2024-12-23T16,SCEG,"Dominion Energy South Carolina, Inc.",DF,Day-ahead demand forecast,3403,megawatthours
2024-12-23T16,SCEG,"Dominion Energy South Carolina, Inc.",NG,Net generation,3421,megawatthours
2024-12-23T16,SCL,Seattle City Light,D,Demand,1226,megawatthours
2024-12-23T16,SCL,Seattle City Light,DF,Day-ahead demand forecast,1250,megawatthours
2024-12-23T16,SCL,Seattle City Light,NG,Net generation,235,megawatthours
2024-12-23T16,SE,Southeast,D,Demand,32299,megawatthours
2024-12-23T16,SE,Southeast,DF,Day-ahead demand forecast,33316,megawatthours
2024-12-23T16,SE,Southeast,NG,Net generation,30297,megawatthours
2024-12-23T16,SE,Southeast,TI,Total interchange,480,megawatthours
2024-12-23T16,SEC,Seminole Electric Cooperative,D,Demand,242,megawatthours
2024-12-23T16,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,208,megawatthours
2024-12-23T16,SEC,Seminole Electric Cooperative,NG,Net generation,1848,megawatthours
2024-12-23T16,SEC,Seminole Electric Cooperative,TI,Total interchange,1606,megawatthours
2024-12-23T16,SEPA,Southeastern Power Administration,NG,Net generation,480,megawatthours
2024-12-23T16,SEPA,Southeastern Power Administration,TI,Total interchange,480,megawatthours
2024-12-23T16,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,32299,megawatthours
2024-12-23T16,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast,33316,megawatthours
2024-12-23T16,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation,29817,megawatthours
2024-12-23T16,SPA,Southwestern Power Administration,D,Demand,12,megawatthours
2024-12-23T16,SPA,Southwestern Power Administration,DF,Day-ahead demand forecast,55,megawatthours
2024-12-23T16,SPA,Southwestern Power Administration,NG,Net generation,411,megawatthours
2024-12-23T16,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,3186,megawatthours
2024-12-23T16,SRP,Salt River Project Agricultural Improvement and Power District,DF,Day-ahead demand forecast,3269,megawatthours
2024-12-23T16,SRP,Salt River Project Agricultural Improvement and Power District,NG,Net generation,5812,megawatthours
2024-12-23T16,SW,Southwest,D,Demand,11559,megawatthours
2024-12-23T16,SW,Southwest,DF,Day-ahead demand forecast,11331,megawatthours
2024-12-23T16,SW,Southwest,NG,Net generation,14940,megawatthours
2024-12-23T16,SW,Southwest,TI,Total interchange,102,megawatthours
2024-12-23T16,SWPP,Southwest Power Pool,D,Demand,33339,megawatthours
2024-12-23T16,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,34218,megawatthours
2024-12-23T16,SWPP,Southwest Power Pool,NG,Net generation,33075,megawatthours
2024-12-23T16,SWPP,Southwest Power Pool,TI,Total interchange,-264,megawatthours
2024-12-23T16,TAL,City of Tallahassee,D,Demand,352,megawatthours
2024-12-23T16,TAL,City of Tallahassee,DF,Day-ahead demand forecast,353,megawatthours
2024-12-23T16,TAL,City of Tallahassee,NG,Net generation,405,megawatthours
2024-12-23T16,TEC,Tampa Electric Company,D,Demand,2184,megawatthours
2024-12-23T16,TEC,Tampa Electric Company,DF,Day-ahead demand forecast,2089,megawatthours
2024-12-23T16,TEC,Tampa Electric Company,NG,Net generation,2521,megawatthours
2024-12-23T16,TEN,Tennessee,D,Demand,22102,megawatthours
2024-12-23T16,TEN,Tennessee,DF,Day-ahead demand forecast,22792,megawatthours
2024-12-23T16,TEN,Tennessee,NG,Net generation,21558,megawatthours
2024-12-23T16,TEPC,Tucson Electric Power,D,Demand,1465,megawatthours
2024-12-23T16,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1463,megawatthours
2024-12-23T16,TEPC,Tucson Electric Power,NG,Net generation,1567,megawatthours
2024-12-23T16,TEPC,Tucson Electric Power,TI,Total interchange,102,megawatthours
2024-12-23T16,TEX,Texas,D,Demand,48922,megawatthours
2024-12-23T16,TEX,Texas,DF,Day-ahead demand forecast,48923,megawatthours
2024-12-23T16,TEX,Texas,NG,Net generation,49314,megawatthours
2024-12-23T16,TIDC,Turlock Irrigation District,D,Demand,286,megawatthours
2024-12-23T16,TIDC,Turlock Irrigation District,DF,Day-ahead demand forecast,288,megawatthours
2024-12-23T16,TIDC,Turlock Irrigation District,NG,Net generation,214,megawatthours
2024-12-23T16,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",D,Demand,607,megawatthours
2024-12-23T16,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,639,megawatthours
2024-12-23T16,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",NG,Net generation,309,megawatthours
2024-12-23T16,TVA,Tennessee Valley Authority,D,Demand,22102,megawatthours
2024-12-23T16,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,22792,megawatthours
2024-12-23T16,TVA,Tennessee Valley Authority,NG,Net generation,21558,megawatthours
2024-12-23T16,US48,United States Lower 48,D,Demand,493060,megawatthours
2024-12-23T16,US48,United States Lower 48,DF,Day-ahead demand forecast,438991,megawatthours
2024-12-23T16,US48,United States Lower 48,NG,Net generation,414542,megawatthours
2024-12-23T16,US48,United States Lower 48,TI,Total interchange,1421,megawatthours
2024-12-23T16,WACM,Western Area Power Administration - Rocky Mountain Region,D,Demand,3836,megawatthours
2024-12-23T16,WACM,Western Area Power Administration - Rocky Mountain Region,DF,Day-ahead demand forecast,3455,megawatthours
2024-12-23T16,WACM,Western Area Power Administration - Rocky Mountain Region,NG,Net generation,3922,megawatthours
2024-12-23T16,WALC,Western Area Power Administration - Desert Southwest Region,D,Demand,679,megawatthours
2024-12-23T16,WALC,Western Area Power Administration - Desert Southwest Region,DF,Day-ahead demand forecast,766,megawatthours
2024-12-23T16,WALC,Western Area Power Administration - Desert Southwest Region,NG,Net generation,821,megawatthours
2024-12-23T16,WAUW,Western Area Power Administration - Upper Great Plains West,D,Demand,100,megawatthours
2024-12-23T16,WAUW,Western Area Power Administration - Upper Great Plains West,DF,Day-ahead demand forecast,107,megawatthours
2024-12-23T16,WAUW,Western Area Power Administration - Upper Great Plains West,NG,Net generation,65,megawatthours
2024-12-23T16,WWA,"NaturEner Wind Watch, LLC",NG,Net generation,72,megawatthours
2024-12-23T16,WWA,"NaturEner Wind Watch, LLC",TI,Total interchange,72,megawatthours
2024-12-23T16,YAD,"Alcoa Power Generating, Inc. - Yadkin Division",NG,Net generation,182,megawatthours
2024-12-23T16,YAD,"Alcoa Power Generating, Inc. - Yadkin Division",TI,Total interchange,178,megawatthours
2024-12-23T15,AECI,"Associated Electric Cooperative, Inc.",D,Demand,2816,megawatthours
2024-12-23T15,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,3061,megawatthours
2024-12-23T15,AECI,"Associated Electric Cooperative, Inc.",NG,Net generation,3953,megawatthours
2024-12-23T15,AVA,Avista Corporation,D,Demand,1528,megawatthours
2024-12-23T15,AVA,Avista Corporation,DF,Day-ahead demand forecast,1629,megawatthours
2024-12-23T15,AVA,Avista Corporation,NG,Net generation,710,megawatthours
2024-12-23T15,AVRN,"Avangrid Renewables, LLC",NG,Net generation,509,megawatthours
2024-12-23T15,AZPS,Arizona Public Service Company,D,Demand,3692,megawatthours
2024-12-23T15,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,3681,megawatthours
2024-12-23T15,AZPS,Arizona Public Service Company,NG,Net generation,2658,megawatthours
2024-12-23T15,BANC,Balancing Authority of Northern California,D,Demand,1733,megawatthours
2024-12-23T15,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1826,megawatthours
2024-12-23T15,BANC,Balancing Authority of Northern California,NG,Net generation,1349,megawatthours
2024-12-23T15,BANC,Balancing Authority of Northern California,TI,Total interchange,-383,megawatthours
2024-12-23T15,BPAT,Bonneville Power Administration,D,Demand,7171,megawatthours
2024-12-23T15,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,6817,megawatthours
2024-12-23T15,BPAT,Bonneville Power Administration,NG,Net generation,8117,megawatthours
2024-12-23T15,CAL,California,D,Demand,26055,megawatthours
2024-12-23T15,CAL,California,DF,Day-ahead demand forecast,28433,megawatthours
2024-12-23T15,CAL,California,NG,Net generation,17038,megawatthours
2024-12-23T15,CAL,California,TI,Total interchange,-383,megawatthours
2024-12-23T15,CAR,Carolinas,D,Demand,36260,megawatthours
2024-12-23T15,CAR,Carolinas,DF,Day-ahead demand forecast,37698,megawatthours
2024-12-23T15,CAR,Carolinas,NG,Net generation,33219,megawatthours
2024-12-23T15,CAR,Carolinas,TI,Total interchange,173,megawatthours
2024-12-23T15,CENT,Central,D,Demand,33168,megawatthours
2024-12-23T15,CENT,Central,DF,Day-ahead demand forecast,34703,megawatthours
2024-12-23T15,CENT,Central,NG,Net generation,33601,megawatthours
2024-12-23T15,CENT,Central,TI,Total interchange,-65,megawatthours
2024-12-23T15,CHPD,Public Utility District No. 1 of Chelan County,D,Demand,328,megawatthours
2024-12-23T15,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,325,megawatthours
2024-12-23T15,CHPD,Public Utility District No. 1 of Chelan County,NG,Net generation,628,megawatthours
2024-12-23T15,CISO,California Independent System Operator,D,Demand,21284,megawatthours
2024-12-23T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23677,megawatthours
2024-12-23T15,CISO,California Independent System Operator,NG,Net generation,13530,megawatthours
2024-12-23T15,CPLE,Duke Energy Progress East,D,Demand,10720,megawatthours
2024-12-23T15,CPLE,Duke Energy Progress East,DF,Day-ahead demand forecast,11488,megawatthours
2024-12-23T15,CPLE,Duke Energy Progress East,NG,Net generation,9774,megawatthours
2024-12-23T15,CPLW,Duke Energy Progress West,D,Demand,867,megawatthours
2024-12-23T15,CPLW,Duke Energy Progress West,DF,Day-ahead demand forecast,900,megawatthours
2024-12-23T15,CPLW,Duke Energy Progress West,NG,Net generation,534,megawatthours
2024-12-23T15,DEAA,"Arlington Valley, LLC",NG,Net generation,491,megawatthours
2024-12-23T15,DOPD,PUD No. 1 of Douglas County,D,Demand,337,megawatthours
2024-12-23T15,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,319,megawatthours
2024-12-23T15,DOPD,PUD No. 1 of Douglas County,NG,Net generation,468,megawatthours
2024-12-23T15,DOPD,PUD No. 1 of Douglas County,TI,Total interchange,131,megawatthours
2024-12-23T15,DUK,Duke Energy Carolinas,D,Demand,16758,megawatthours
2024-12-23T15,DUK,Duke Energy Carolinas,DF,Day-ahead demand forecast,17170,megawatthours
2024-12-23T15,DUK,Duke Energy Carolinas,NG,Net generation,16085,megawatthours
2024-12-23T15,EPE,El Paso Electric Company,D,Demand,910,megawatthours
2024-12-23T15,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,931,megawatthours
2024-12-23T15,EPE,El Paso Electric Company,NG,Net generation,619,megawatthours
2024-12-23T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47244,megawatthours
2024-12-23T15,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,48221,megawatthours
2024-12-23T15,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,49217,megawatthours
2024-12-23T15,FLA,Florida,D,Demand,26756,megawatthours
2024-12-23T15,FLA,Florida,DF,Day-ahead demand forecast,24920,megawatthours
2024-12-23T15,FLA,Florida,NG,Net generation,28127,megawatthours
2024-12-23T15,FLA,Florida,TI,Total interchange,1448,megawatthours
2024-12-23T15,FMPP,Florida Municipal Power Pool,D,Demand,1904,megawatthours
2024-12-23T15,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,1867,megawatthours
2024-12-23T15,FMPP,Florida Municipal Power Pool,NG,Net generation,1765,megawatthours
2024-12-23T15,FMPP,Florida Municipal Power Pool,TI,Total interchange,-139,megawatthours
2024-12-23T15,FPC,"Duke Energy Florida, Inc.",D,Demand,6031,megawatthours
2024-12-23T15,FPC,"Duke Energy Florida, Inc.",DF,Day-ahead demand forecast,4359,megawatthours
2024-12-23T15,FPC,"Duke Energy Florida, Inc.",NG,Net generation,5398,megawatthours
2024-12-23T15,FPL,Florida Power & Light Co.,D,Demand,14036,megawatthours
2024-12-23T15,FPL,Florida Power & Light Co.,DF,Day-ahead demand forecast,14067,megawatthours
2024-12-23T15,FPL,Florida Power & Light Co.,NG,Net generation,14890,megawatthours
2024-12-23T15,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,726,megawatthours
2024-12-23T15,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,744,megawatthours
2024-12-23T15,GCPD,"Public Utility District No. 2 of Grant County, Washington",NG,Net generation,1138,megawatthours
2024-12-23T15,GCPD,"Public Utility District No. 2 of Grant County, Washington",TI,Total interchange,415,megawatthours
2024-12-23T15,GRID,"Gridforce Energy Management, LLC",NG,Net generation,2933,megawatthours
2024-12-23T15,GVL,Gainesville Regional Utilities,D,Demand,229,megawatthours
2024-12-23T15,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,210,megawatthours
2024-12-23T15,GVL,Gainesville Regional Utilities,NG,Net generation,203,megawatthours
2024-12-23T15,GVL,Gainesville Regional Utilities,TI,Total interchange,-25,megawatthours
2024-12-23T15,GWA,"NaturEner Power Watch, LLC",NG,Net generation,136,megawatthours
2024-12-23T15,GWA,"NaturEner Power Watch, LLC",TI,Total interchange,136,megawatthours
2024-12-23T15,HGMA,"New Harquahala Generating Company, LLC",NG,Net generation,648,megawatthours
2024-12-23T15,HST,City of Homestead,D,Demand,49,megawatthours
2024-12-23T15,HST,City of Homestead,DF,Day-ahead demand forecast,53,megawatthours
2024-12-23T15,HST,City of Homestead,NG,Net generation,0,megawatthours
2024-12-23T15,IID,Imperial Irrigation District,D,Demand,233,megawatthours
2024-12-23T15,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,289,megawatthours
2024-12-23T15,IID,Imperial Irrigation District,NG,Net generation,456,megawatthours
2024-12-23T15,IPCO,Idaho Power Company,D,Demand,2031,megawatthours
2024-12-23T15,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,2234,megawatthours
2024-12-23T15,IPCO,Idaho Power Company,NG,Net generation,1427,megawatthours
2024-12-23T15,IPCO,Idaho Power Company,TI,Total interchange,-588,megawatthours
2024-12-23T15,ISNE,ISO New England,D,Demand,17570,megawatthours
2024-12-23T15,ISNE,ISO New England,DF,Day-ahead demand forecast,17590,megawatthours
2024-12-23T15,ISNE,ISO New England,NG,Net generation,12690,megawatthours
2024-12-23T15,JEA,JEA,D,Demand,1631,megawatthours
2024-12-23T15,JEA,JEA,DF,Day-ahead demand forecast,1622,megawatthours
2024-12-23T15,JEA,JEA,NG,Net generation,998,megawatthours
2024-12-23T15,LDWP,Los Angeles Department of Water and Power,D,Demand,2530,megawatthours
2024-12-23T15,LDWP,Los Angeles Department of Water and Power,DF,Day-ahead demand forecast,2368,megawatthours
2024-12-23T15,LDWP,Los Angeles Department of Water and Power,NG,Net generation,1479,megawatthours
2024-12-23T15,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,4985,megawatthours
2024-12-23T15,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,4858,megawatthours
2024-12-23T15,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,NG,Net generation,4632,megawatthours
2024-12-23T15,MIDA,Mid-Atlantic,D,Demand,84962,megawatthours
2024-12-23T15,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,114135,megawatthours
2024-12-23T15,MIDA,Mid-Atlantic,NG,Net generation,110583,megawatthours
2024-12-23T15,MIDW,Midwest,D,Demand,89832,megawatthours
2024-12-23T15,MIDW,Midwest,DF,Day-ahead demand forecast,7919,megawatthours
2024-12-23T15,MIDW,Midwest,NG,Net generation,8585,megawatthours
2024-12-23T15,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,82031,megawatthours
2024-12-23T15,NE,New England,D,Demand,17570,megawatthours
2024-12-23T15,NE,New England,DF,Day-ahead demand forecast,17590,megawatthours
2024-12-23T15,NE,New England,NG,Net generation,12690,megawatthours
2024-12-23T15,NEVP,Nevada Power Company,D,Demand,3938,megawatthours
2024-12-23T15,NEVP,Nevada Power Company,DF,Day-ahead demand forecast,3735,megawatthours
2024-12-23T15,NEVP,Nevada Power Company,NG,Net generation,3169,megawatthours
2024-12-23T15,NW,Northwest,D,Demand,42364,megawatthours
2024-12-23T15,NW,Northwest,DF,Day-ahead demand forecast,42032,megawatthours
2024-12-23T15,NW,Northwest,NG,Net generation,42268,megawatthours
2024-12-23T15,NW,Northwest,TI,Total interchange,236,megawatthours
2024-12-23T15,NWMT,NorthWestern Corporation,D,Demand,1468,megawatthours
2024-12-23T15,NWMT,NorthWestern Corporation,DF,Day-ahead demand forecast,1500,megawatthours
2024-12-23T15,NWMT,NorthWestern Corporation,NG,Net generation,2996,megawatthours
2024-12-23T15,NY,New York,D,Demand,22065,megawatthours
2024-12-23T15,NY,New York,DF,Day-ahead demand forecast,20103,megawatthours
2024-12-23T15,NY,New York,NG,Net generation,15613,megawatthours
2024-12-23T15,NYIS,New York Independent System Operator,D,Demand,22065,megawatthours
2024-12-23T15,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,20103,megawatthours
2024-12-23T15,NYIS,New York Independent System Operator,NG,Net generation,15613,megawatthours
2024-12-23T15,PACE,PacifiCorp East,D,Demand,5892,megawatthours
2024-12-23T15,PACE,PacifiCorp East,DF,Day-ahead demand forecast,6332,megawatthours
2024-12-23T15,PACE,PacifiCorp East,NG,Net generation,7418,megawatthours
2024-12-23T15,PACW,PacifiCorp West,D,Demand,2557,megawatthours
2024-12-23T15,PACW,PacifiCorp West,DF,Day-ahead demand forecast,2920,megawatthours
2024-12-23T15,PACW,PacifiCorp West,NG,Net generation,506,megawatthours
2024-12-23T15,PGE,Portland General Electric Company,D,Demand,2717,megawatthours
2024-12-23T15,PGE,Portland General Electric Company,DF,Day-ahead demand forecast,2642,megawatthours
2024-12-23T15,PGE,Portland General Electric Company,NG,Net generation,1031,megawatthours
2024-12-23T15,PJM,"PJM Interconnection, LLC",D,Demand,84962,megawatthours
2024-12-23T15,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,114135,megawatthours
2024-12-23T15,PJM,"PJM Interconnection, LLC",NG,Net generation,110583,megawatthours
2024-12-23T15,PNM,Public Service Company of New Mexico,D,Demand,1775,megawatthours
2024-12-23T15,PNM,Public Service Company of New Mexico,DF,Day-ahead demand forecast,1711,megawatthours
2024-12-23T15,PNM,Public Service Company of New Mexico,NG,Net generation,1933,megawatthours
2024-12-23T15,PSCO,Public Service Company of Colorado,D,Demand,5036,megawatthours
2024-12-23T15,PSCO,Public Service Company of Colorado,DF,Day-ahead demand forecast,5093,megawatthours
2024-12-23T15,PSCO,Public Service Company of Colorado,NG,Net generation,4932,megawatthours
2024-12-23T15,PSEI,"Puget Sound Energy, Inc.",D,Demand,3060,megawatthours
2024-12-23T15,PSEI,"Puget Sound Energy, Inc.",DF,Day-ahead demand forecast,2427,megawatthours
2024-12-23T15,PSEI,"Puget Sound Energy, Inc.",NG,Net generation,1187,megawatthours
2024-12-23T15,SC,South Carolina Public Service Authority,D,Demand,4324,megawatthours
2024-12-23T15,SC,South Carolina Public Service Authority,DF,Day-ahead demand forecast,4549,megawatthours
2024-12-23T15,SC,South Carolina Public Service Authority,NG,Net generation,3252,megawatthours
2024-12-23T15,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,3591,megawatthours
2024-12-23T15,SCEG,"Dominion Energy South Carolina, Inc.",DF,Day-ahead demand forecast,3591,megawatthours
2024-12-23T15,SCEG,"Dominion Energy South Carolina, Inc.",NG,Net generation,3397,megawatthours
2024-12-23T15,SCL,Seattle City Light,D,Demand,1140,megawatthours
2024-12-23T15,SCL,Seattle City Light,DF,Day-ahead demand forecast,1152,megawatthours
2024-12-23T15,SCL,Seattle City Light,NG,Net generation,267,megawatthours
2024-12-23T15,SE,Southeast,D,Demand,34020,megawatthours
2024-12-23T15,SE,Southeast,DF,Day-ahead demand forecast,35377,megawatthours
2024-12-23T15,SE,Southeast,NG,Net generation,32868,megawatthours
2024-12-23T15,SE,Southeast,TI,Total interchange,834,megawatthours
2024-12-23T15,SEC,Seminole Electric Cooperative,D,Demand,251,megawatthours
2024-12-23T15,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,225,megawatthours
2024-12-23T15,SEC,Seminole Electric Cooperative,NG,Net generation,1863,megawatthours
2024-12-23T15,SEC,Seminole Electric Cooperative,TI,Total interchange,1612,megawatthours
2024-12-23T15,SEPA,Southeastern Power Administration,NG,Net generation,828,megawatthours
2024-12-23T15,SEPA,Southeastern Power Administration,TI,Total interchange,834,megawatthours
2024-12-23T15,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,34020,megawatthours
2024-12-23T15,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast,35377,megawatthours
2024-12-23T15,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation,32040,megawatthours
2024-12-23T15,SPA,Southwestern Power Administration,D,Demand,16,megawatthours
2024-12-23T15,SPA,Southwestern Power Administration,DF,Day-ahead demand forecast,48,megawatthours
2024-12-23T15,SPA,Southwestern Power Administration,NG,Net generation,514,megawatthours
2024-12-23T15,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,3311,megawatthours
2024-12-23T15,SRP,Salt River Project Agricultural Improvement and Power District,DF,Day-ahead demand forecast,3298,megawatthours
2024-12-23T15,SRP,Salt River Project Agricultural Improvement and Power District,NG,Net generation,5699,megawatthours
2024-12-23T15,SW,Southwest,D,Demand,11886,megawatthours
2024-12-23T15,SW,Southwest,DF,Day-ahead demand forecast,11961,megawatthours
2024-12-23T15,SW,Southwest,NG,Net generation,14316,megawatthours
2024-12-23T15,SW,Southwest,TI,Total interchange,-53,megawatthours
2024-12-23T15,SWPP,Southwest Power Pool,D,Demand,33152,megawatthours
2024-12-23T15,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,34655,megawatthours
2024-12-23T15,SWPP,Southwest Power Pool,NG,Net generation,33087,megawatthours
2024-12-23T15,SWPP,Southwest Power Pool,TI,Total interchange,-65,megawatthours
2024-12-23T15,TAL,City of Tallahassee,D,Demand,377,megawatthours
2024-12-23T15,TAL,City of Tallahassee,DF,Day-ahead demand forecast,368,megawatthours
2024-12-23T15,TAL,City of Tallahassee,NG,Net generation,438,megawatthours
2024-12-23T15,TEC,Tampa Electric Company,D,Demand,2248,megawatthours
